epoch,loss,lr,seconds
1,2.912179708480835,0.0003333333333333333,22.7785542011261
2,1.6845871210098267,0.0006666666666666666,22.81220245361328
3,1.3481934070587158,0.001,22.754643201828003
4,1.1248034238815308,0.001,22.724621295928955
5,1.0016335248947144,0.0009981987442712632,22.715787887573242
6,0.9207898378372192,0.0009928079551738544,22.75162434577942
7,0.8657214045524597,0.0009838664734667494,22.75560212135315
8,0.8261281847953796,0.0009714387227305421,22.740681409835815
9,0.7809106111526489,0.0009556142451940679,22.710617065429688
10,0.7477796673774719,0.0009365070565805941,22.735755920410156
11,0.72499018907547,0.0009142548246219211,22.747872352600098
12,0.7155853509902954,0.0008890178771592198,22.72290015220642
13,0.6908316016197205,0.0008609780469772623,22.72977876663208
14,0.6737394332885742,0.0008303373616950407,22.729520320892334
15,0.6527324914932251,0.0007973165881521434,22.692487001419067
16,0.6441891193389893,0.0007621536417786159,22.74581503868103
17,0.6226844191551208,0.0007251018724088366,22.73416543006897
18,0.6154845356941223,0.0006864282388901544,22.719685077667236
19,0.6023325324058533,0.0006464113856382752,22.70336627960205
20,0.5942308902740479,0.0006053396349978633,22.72166895866394
21,0.5835137963294983,0.0005635089098734394,22.72545027732849
22,0.5711544752120972,0.0005212206015980743,22.692280054092407
23,0.5644078850746155,0.00047877939840192596,22.721572875976562
24,0.5595349073410034,0.0004364910901265606,22.729371070861816
25,0.547417402267456,0.0003946603650021369,22.694964170455933
26,0.5417625308036804,0.00035358861436172496,22.706339597702026
27,0.5383424162864685,0.00031357176110984573,22.70893931388855
28,0.5272751450538635,0.00027489812759116326,22.74729895591736
29,0.5231654047966003,0.00023784635822138422,22.72782254219055
30,0.5165361166000366,0.0002026834118478567,22.71584177017212
31,0.5128023624420166,0.00016966263830495937,22.762707948684692
32,0.5104944109916687,0.0001390219530227378,22.743375539779663
33,0.5051565766334534,0.00011098212284078018,22.74133586883545
34,0.5023424029350281,8.574517537807896e-05,22.76865577697754
35,0.50149005651474,6.349294341940604e-05,22.77316164970398
36,0.4983823895454407,4.438575480593221e-05,22.753536224365234
37,0.4971213936805725,2.85612772694579e-05,22.75780963897705
38,0.4934486746788025,1.6133526533250563e-05,22.768442630767822
39,0.4935138523578644,7.1920448261457715e-06,22.77200984954834
40,0.4938490390777588,1.8012557287367392e-06,22.759538173675537
