epoch,train loss,val loss,val accuracy,val macro-F1,lr,seconds
1,4.781193256378174,3.7660435750600625,0.07398843930635839,0.02328689267181776,0.0003333333333333333,3.949244737625122
2,4.404849052429199,3.5201071742346817,0.04393063583815029,0.022888126784586175,0.0006666666666666666,3.9174818992614746
3,4.078813076019287,3.5642171514024428,0.05631709331131297,0.01413997522606003,0.001,3.9268693923950195
4,3.861701011657715,3.1203326244180998,0.23253509496284064,0.085438781142532,0.001,3.9209704399108887
5,3.635737895965576,2.970668991255819,0.20082576383154419,0.09199171902452308,0.0009944154131125641,3.8829843997955322
6,3.4239540100097656,2.7551286434359437,0.28967795210569774,0.15453831305775328,0.0009777864028930705,3.9555540084838867
7,3.2242865562438965,2.6747268512168274,0.26556564822460776,0.13873186939974838,0.0009504844339512095,3.8907370567321777
8,3.0937583446502686,2.636049376864949,0.24112303881090008,0.16874126891083857,0.0009131193871579975,3.8836095333099365
9,2.9832587242126465,2.5216254873771886,0.316597853014038,0.18049737406494126,0.0008665259359149131,3.9454383850097656
10,2.867586135864258,2.4134725591153963,0.316597853014038,0.21217760354026383,0.0008117449009293668,3.960122585296631
11,2.692682981491089,2.2846254975612648,0.3365813377374071,0.24466399273541892,0.00075,3.9577791690826416
12,2.5599288940429688,2.196896077344282,0.4176713459950454,0.2717057215587767,0.0006826705121831977,3.9538707733154297
13,2.50249981880188,2.086568805346501,0.4125516102394715,0.3065043586244842,0.0006112604669781572,3.967737913131714
14,2.355053186416626,2.0830003788803944,0.40264244426094137,0.3097120296715075,0.0005373650467932121,3.9841301441192627
15,2.2192955017089844,2.0301347455734264,0.37803468208092483,0.29568666156824325,0.0004626349532067879,3.9347174167633057
16,2.1972475051879883,1.9337611399634036,0.3947151114781173,0.3228470443980121,0.00038873953302184284,3.943179130554199
17,2.1048343181610107,1.9169919448682438,0.4318744838976053,0.3179648170833642,0.0003173294878168025,3.912022352218628
18,2.0326223373413086,1.8659403294595582,0.4667217175887696,0.3508418542896902,0.0002500000000000001,3.9418489933013916
19,1.962104320526123,1.8206575958715008,0.4906688687035508,0.3585132384187724,0.00018825509907063325,3.9396767616271973
20,1.9412137269973755,1.7977883020380525,0.45714285714285713,0.3595483919186584,0.00013347406408508694,3.92724609375
21,1.8651584386825562,1.7976259591065586,0.4687035507844756,0.35261063334114395,8.688061284200266e-05,3.945568799972534
22,1.8451049327850342,1.7769584124980142,0.48554913294797686,0.37579133138732496,4.9515566048790485e-05,3.9201600551605225
23,1.8416317701339722,1.767181267096522,0.48736581337737406,0.37220520711936456,2.2213597106929607e-05,3.9056780338287354
24,1.8391140699386597,1.7638513617432876,0.49413707679603636,0.3746575200797884,5.5845868874357386e-06,3.9758141040802
