epoch,train loss,val loss,val accuracy,val macro-F1,lr,seconds
1,4.516742706298828,4.479162192718733,0.025763831544178366,0.027366515533353224,3.3333333333333335e-05,3.967381000518799
2,3.918423891067505,3.9624329522461266,0.10999174236168456,0.08976912773339055,6.666666666666667e-05,3.9014480113983154
3,3.2927238941192627,3.5518017736178207,0.19058629232039637,0.15654285784676758,0.0001,3.8978610038757324
4,2.738797187805176,3.1546467033720136,0.2908340214698596,0.23858315867619026,0.0001,3.9573826789855957
5,2.336426258087158,2.863038160503649,0.34203137902559866,0.287767314710776,9.944154131125642e-05,3.8946895599365234
6,2.0344955921173096,2.5616515308446277,0.4203137902559868,0.3340381304336439,9.777864028930705e-05,3.946538209915161
7,1.8241541385650635,2.351775634200193,0.44607762180016514,0.3608845008771751,9.504844339512095e-05,3.9323806762695312
8,1.6732510328292847,2.1481813406767087,0.49182493806771266,0.3959135832986053,9.131193871579975e-05,3.931344509124756
9,1.525917410850525,2.040350671566586,0.5149463253509496,0.41540640473425294,8.665259359149132e-05,4.054959535598755
10,1.4349735975265503,1.9923296480509587,0.5524360033030553,0.45894794157095387,8.117449009293668e-05,3.940708637237549
11,1.3525460958480835,1.842334008905929,0.5719240297274979,0.47082365979965923,7.500000000000001e-05,3.94807505607605
12,1.2836494445800781,1.8899952094482055,0.540710156895128,0.4611996602617855,6.826705121831976e-05,3.9195141792297363
13,1.2292888164520264,1.7990116509202096,0.5740710156895128,0.500275850611741,6.112604669781572e-05,3.925154685974121
14,1.1763548851013184,1.7147787329975384,0.611065235342692,0.5075663545071274,5.373650467932122e-05,3.9772117137908936
15,1.1469007730484009,1.7782990800556715,0.5696118909991742,0.5069582925588273,4.626349532067879e-05,3.914412021636963
16,1.1266599893569946,1.6711174003158493,0.6175061932287366,0.5188140673174237,3.887395330218429e-05,3.956875801086426
17,1.092797040939331,1.6485422119633606,0.6132122213047069,0.5393383685872595,3.173294878168025e-05,3.9149889945983887
18,1.076873779296875,1.6316083611780507,0.6227910817506194,0.5442947493147542,2.500000000000001e-05,3.9116857051849365
19,1.0632731914520264,1.5805338011606973,0.6483897605284888,0.5615023315991773,1.8825509907063327e-05,3.979750394821167
20,1.0502188205718994,1.5806488174136073,0.6455821635012386,0.5649737183829083,1.3347406408508695e-05,3.9169554710388184
21,1.0442835092544556,1.5617077818791005,0.6538398018166804,0.5736943552269481,8.688061284200266e-06,3.919471502304077
22,1.035376787185669,1.5796881262671347,0.647233691164327,0.554375187055954,4.951556604879048e-06,3.9342825412750244
23,1.0343681573867798,1.5637457415449236,0.653179190751445,0.5634639531570476,2.221359710692961e-06,3.9087705612182617
24,1.0254144668579102,1.5674055938972706,0.653179190751445,0.560480804448269,5.584586887435739e-07,3.945443868637085
