epoch,train loss,val loss,val accuracy,val macro-F1,lr,seconds
1,5.0302414894104,4.129898179177899,0.006936416184971098,0.0041304180449084444,0.0003333333333333333,19.217869520187378
2,5.113229274749756,4.0163283423684435,0.006275805119735756,0.0019790705328086417,0.0006666666666666666,19.16849374771118
3,4.700596809387207,5.179728003201851,0.004624277456647399,0.001229370876670458,0.001,19.16431713104248
4,4.583362102508545,3.5985182986586275,0.04194880264244426,0.017241549528597945,0.001,19.148399591445923
5,4.373880386352539,4.2098595419961695,0.006606110652353427,0.004784133686589436,0.0009944154131125641,19.079004526138306
6,4.188296794891357,3.3487656228705736,0.05218827415359207,0.031061003947892844,0.0009777864028930705,19.077935218811035
7,3.987877368927002,3.4534645608197945,0.023121387283236993,0.028594128631006018,0.0009504844339512095,19.05367422103882
8,3.9119341373443604,3.6810751403096686,0.039966969446738235,0.028613354325814147,0.0009131193871579975,19.06843066215515
9,3.7921512126922607,3.194452011949459,0.07993393889347647,0.03613636790186397,0.0008665259359149131,19.073960781097412
10,3.7825372219085693,3.140938351628802,0.12931461601981833,0.07425902273315736,0.0008117449009293668,19.075080633163452
11,3.6473207473754883,2.9857799924571684,0.1786952931461602,0.09574607331770921,0.00075,19.039071798324585
12,3.4751288890838623,2.9204895617251156,0.2148637489677952,0.13055095575318065,0.0006826705121831977,19.10370397567749
13,3.309422254562378,2.7430611224532817,0.2366639141205615,0.1530562244389387,0.0006112604669781572,19.106905937194824
14,3.252413511276245,2.79787698055869,0.22857142857142856,0.16146551411552457,0.0005373650467932121,19.116588830947876
15,3.131899118423462,2.6696037208216925,0.21701073492981007,0.15071278124657264,0.0004626349532067879,19.14069128036499
16,2.973371744155884,2.5891435358565666,0.24756399669694468,0.18788352953347376,0.00038873953302184284,19.08416748046875
17,2.962022542953491,2.5548939847434284,0.2584640792733278,0.19019946516049113,0.0003173294878168025,19.109504461288452
18,2.8381268978118896,2.4855988322162705,0.2759702725020644,0.19597629720313298,0.0002500000000000001,19.151944398880005
19,2.74223256111145,2.423176253481801,0.31676300578034683,0.2211466988084219,0.00018825509907063325,19.15058469772339
20,2.629709243774414,2.3654607642494283,0.3235342691990091,0.22318406313299932,0.00013347406408508694,19.166317462921143
21,2.568711996078491,2.345831241024909,0.33179190751445087,0.23984759384062088,8.688061284200266e-05,19.13834261894226
22,2.516218900680542,2.3145566399288415,0.35540875309661435,0.25622302805439784,4.9515566048790485e-05,19.15744376182556
23,2.5028014183044434,2.306174814159667,0.3486374896779521,0.2564404921762299,2.2213597106929607e-05,19.12167716026306
24,2.4808568954467773,2.3016352214072975,0.35772089182493805,0.2596165958883769,5.5845868874357386e-06,19.13237452507019
