path,matches_test,matches_train
D:\g2\Dataset\ExternalCosmetics\images\900409.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900410.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900411.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900412.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900413.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900414.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900415.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900416.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900417.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900418.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900419.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900420.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900421.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900422.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900423.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900424.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900425.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900426.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900427.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900428.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900429.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900430.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900431.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900432.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900433.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900434.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900435.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900436.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900437.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900438.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900439.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900440.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900441.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900442.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900443.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900444.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900445.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900446.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900447.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900448.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900449.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900450.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900451.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900452.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900453.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900454.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900455.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900456.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900457.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900458.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900459.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900460.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900461.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900462.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900463.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900464.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900465.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900466.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900467.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900468.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900469.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900470.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900471.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900472.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900473.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900474.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900475.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900476.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900477.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900478.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900479.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900480.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900481.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900482.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900483.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900484.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900485.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900486.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900487.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900488.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900489.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900490.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900491.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900492.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900493.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900494.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900495.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900496.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900497.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900498.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900499.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900500.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900501.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900502.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900503.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900504.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900505.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900506.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900507.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900508.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900509.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900510.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900511.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900512.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900513.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900514.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900515.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900516.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900517.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900518.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900519.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900520.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900521.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900522.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900523.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900524.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900525.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900526.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900527.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900528.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900529.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900530.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900531.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900532.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900533.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900534.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900535.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900536.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900537.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900538.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900539.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900540.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900541.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900542.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900543.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900544.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900545.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900546.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900547.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900548.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900549.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900550.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900551.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900552.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900553.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900554.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900555.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900556.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900557.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900558.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900559.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900560.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900561.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900562.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900563.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900564.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900565.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900566.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900567.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900568.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900569.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900570.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900571.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900572.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900573.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900574.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900575.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900576.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900577.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900578.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900579.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900580.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900581.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900582.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900583.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900584.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900585.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900586.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900587.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900588.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900589.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900590.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900591.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900592.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900593.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900594.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900595.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900596.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900597.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900598.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900599.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900600.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900601.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900602.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900603.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900604.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900605.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900606.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900607.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900608.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900609.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900610.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900611.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900612.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900613.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900614.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900615.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900616.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900617.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900618.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900619.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900620.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900621.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900622.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900623.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900624.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900625.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900626.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900627.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900628.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900629.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900630.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900631.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900632.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900633.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900634.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900635.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900636.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900637.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900638.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900639.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900640.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900641.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900642.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900643.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900644.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900645.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900646.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900647.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900648.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900649.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900650.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900651.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900652.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900653.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900654.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900655.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900656.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900657.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900658.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900659.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900660.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900661.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900662.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900663.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900664.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900665.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900666.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900667.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900668.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900669.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900670.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900671.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900672.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900673.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900674.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900675.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900676.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900677.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900678.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900679.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900680.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900681.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900682.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900683.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900684.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900685.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900686.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900687.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900688.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900689.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900690.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900691.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900692.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900693.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900694.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900695.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900696.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900697.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900698.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900699.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900700.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900701.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900702.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900703.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900704.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900705.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900706.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900707.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900708.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900709.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900710.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900711.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900712.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900713.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900714.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900715.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900716.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900717.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900718.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900719.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900720.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900721.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900722.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900723.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900724.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900725.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900726.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900727.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900728.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900729.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900730.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900731.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900732.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900733.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900734.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900735.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900736.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900737.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900738.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900739.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900740.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900741.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900742.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900743.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900744.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900745.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900746.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900747.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900748.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900749.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900750.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900751.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900752.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900753.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900754.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900755.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900756.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900757.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900758.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900759.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900760.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900761.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900762.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900763.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900764.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900765.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900766.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900767.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900768.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900769.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900770.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900771.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900772.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900773.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900774.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900775.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900776.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900777.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900778.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900779.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900780.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900781.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900782.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900783.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900784.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900785.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900786.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900787.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900788.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900789.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900790.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900791.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900792.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900793.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900794.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900795.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900796.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900797.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900798.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900799.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900800.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900801.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900802.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900803.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900804.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900805.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900806.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900807.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900808.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900809.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900810.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900811.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900812.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900813.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900814.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900815.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900816.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900817.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900818.jpg,False,False
D:\g2\Dataset\ExternalCosmetics\images\900819.jpg,False,False
