epoch,loss,val_gender,run,val_usage
20,0.7028881686017068,0.7365298526195028,C weighted,0.4332051828882768
1,1.2563333418392937,0.39462876207613584,C external,0.2825964410445822
2,0.9133773899989023,0.30291915184769824,C external,0.21382055285324697
3,0.8276570244176137,0.5503669133014137,C external,0.27043731611621197
4,0.7618158565812734,0.3233400005182623,C external,0.20988646490878213
5,0.7329717919884248,0.3397284502994406,C external,0.3088396795899588
6,0.6988198388700814,0.40271094857022105,C external,0.3132607751728949
7,0.6634892153476134,0.6211258558832219,C external,0.3841693575983089
8,0.6388647835288976,0.6190723358370943,C external,0.30759595683422125
9,0.6074326275916229,0.5803385522851183,C external,0.39143793567016083
10,0.5883977000708718,0.6256274816481731,C external,0.35435626486559885
11,0.5649715174262823,0.6449998564146445,C external,0.36904926115750364
12,0.5405410010143674,0.6308213891010107,C external,0.3886232431774676
13,0.5224694016822857,0.6871483523686854,C external,0.29736777421119714
14,0.4993733008740014,0.6475256397606332,C external,0.3531948932449559
15,0.47584106183173436,0.7035044072439194,C external,0.3843047286595046
16,0.4543946688510838,0.6721288354916269,C external,0.39839714998949316
17,0.43954062015646933,0.7100463768545183,C external,0.4065299790674306
18,0.42350373067685493,0.7067706082531013,C external,0.40689356928053055
19,0.4191220530072246,0.7047852229005945,C external,0.4077091146762266
20,0.4101206327352537,0.7220466524773724,C external,0.40763336421869983
1,1.3556624954781764,0.2851568506457497,C forward,0.18252073669746102
2,0.9941687670776048,0.3171188623374701,C forward,0.2852315224605306
3,0.9038477623631646,0.3785949113267385,C forward,0.27331897731057636
4,0.8370059697039633,0.4643757262351301,C forward,0.3050493458805106
5,0.7912500225987588,0.39553513060805895,C forward,0.2051899075488447
6,0.7607800391892405,0.198766422548789,C forward,0.31289925251860506
7,0.7191577648102708,0.5224073961247937,C forward,0.3279553463594226
8,0.6897206575937785,0.36283366573021747,C forward,0.25210731730294467
9,0.6629140493743134,0.4348178545050548,C forward,0.3118174604365312
10,0.637783311790055,0.42538900319829603,C forward,0.29828967433494374
11,0.6109856894701928,0.5362207664968579,C forward,0.2859033227755083
12,0.5861186274457,0.5407082700738594,C forward,0.3055124232642949
13,0.5688133459562402,0.5702167792165752,C forward,0.3564189714902132
14,0.5399299649027487,0.5294938952979645,C forward,0.3253663749123588
15,0.5192560362316848,0.5577346460013033,C forward,0.3460315892712706
16,0.49668524004415354,0.513742894700741,C forward,0.36136539591897665
17,0.4832170619950703,0.5621719956376323,C forward,0.3488273161032666
18,0.46735358307307595,0.5802656199836153,C forward,0.34943771955482716
19,0.4558260477265075,0.5848096726066968,C forward,0.3588206463044689
20,0.4530684114615796,0.5748665264564234,C forward,0.3619117917954258
1,1.103497753920898,0.2872002710238514,D transfer,0.24133427116745768
2,0.8290089724471393,0.5682685521987733,D transfer,0.3197230102979388
3,0.7683966176540473,0.5881709803485677,D transfer,0.3247141771804356
4,0.7225790649202901,0.603477412032445,D transfer,0.36923383092857903
5,0.6941994575249734,0.5635157508452853,D transfer,0.2537975667439508
6,0.6572628775122694,0.6688090387023343,D transfer,0.26406858201914707
7,0.6302591730882188,0.7009623674103296,D transfer,0.38480832376514196
8,0.6078423543874648,0.6609612415100156,D transfer,0.38847706320611775
9,0.5871873148925405,0.6127538526294714,D transfer,0.37451995888655387
10,0.5665615432585821,0.5710864020972496,D transfer,0.4015609001647047
11,0.5393118980355638,0.708283686398028,D transfer,0.38708284184233005
12,0.5183192729697295,0.6784873490523233,D transfer,0.39899654289777087
13,0.49897475788650064,0.7009214714057919,D transfer,0.40335787114479327
14,0.4779649951588467,0.7099955053706225,D transfer,0.4090672129902838
15,0.45781499544234516,0.7369471610685872,D transfer,0.3918628828077535
16,0.439930812785816,0.7360095437338595,D transfer,0.4077694018551007
17,0.42325797900343876,0.7459919177755839,D transfer,0.4104532759922083
18,0.4084384131722878,0.7430818265691734,D transfer,0.4097794995814173
19,0.4044809753260787,0.73643957284289,D transfer,0.4112897252483447
20,0.40101838354130454,0.7388154738716132,D transfer,0.4114005509327453
