epoch,loss,val_gender,run,val_usage
5,0.7767597420323936,0.5401903722326067,C multi,0.3138841000191807
6,0.7320908058682946,0.32261175753689575,C multi,0.321698019626662
7,0.7090587044633893,0.5252668981726298,C multi,0.34710817017393975
8,0.6799996668162733,0.49490619238659617,C multi,0.3600910031338017
9,0.6503147891948264,0.5311146866705625,C multi,0.31861982284984447
10,0.6257765080095332,0.5779339994904527,C multi,0.31580302961474044
11,0.5968607998412245,0.40192142132176834,C multi,0.37553748181099755
12,0.5730919355050604,0.6034226628201835,C multi,0.3586348181123651
13,0.5504774490892216,0.5930277991916941,C multi,0.40090667261747137
14,0.5273580799862034,0.6087469632726271,C multi,0.39464297507943813
15,0.5097737473231275,0.6476709319105883,C multi,0.4055346951103831
16,0.4866344927162315,0.6400260154478085,C multi,0.4015933567568089
17,0.4665940035880204,0.6414469967919842,C multi,0.4028555040523304
18,0.4515306616416908,0.6600316850273,C multi,0.4078889201232161
19,0.4422152221068623,0.6684484600710757,C multi,0.40435988048131627
20,0.4408284484716358,0.6672195131425751,C multi,0.40836476434061997
1,2.035847233247877,0.4613027888940655,C weighted,0.2582974894538606
2,1.5785711502646718,0.5318076688502736,C weighted,0.27894411832514593
3,1.4292212909445066,0.5480828080568096,C weighted,0.3123571369054591
4,1.3306555170652203,0.5364316267556183,C weighted,0.34125560929454435
5,1.2516252089374222,0.514085131096057,C weighted,0.26791811087704714
6,1.1942645312145161,0.5947368537043118,C weighted,0.32659571574311075
7,1.1452731886420413,0.6148159987916169,C weighted,0.37293051665475385
8,1.1014891682689372,0.6137849333224336,C weighted,0.33553136880786955
9,1.0499094970369358,0.6097559395520381,C weighted,0.29590807629308963
10,1.0042150081396262,0.6328936313583121,C weighted,0.3965595266790244
11,0.9588984929578859,0.589304891264488,C weighted,0.3820659776843185
12,0.9280209433465529,0.5322890813014592,C weighted,0.30805882542322455
13,0.8835741264138858,0.6794355272058571,C weighted,0.3876772929351102
14,0.8488981457463415,0.6745967279661481,C weighted,0.38466954204610593
15,0.8139875706875935,0.6799841537657806,C weighted,0.422863987122822
16,0.7802091791450085,0.6905365093992314,C weighted,0.39066537508534555
17,0.7515350278283859,0.7046274272870736,C weighted,0.47444415966392856
18,0.7300878594388771,0.7006349091745407,C weighted,0.43249149157160127
19,0.7140643026895406,0.7060001747475984,C weighted,0.47584932536172275
20,0.7145079459271094,0.7097960619879091,C weighted,0.47586432799253797
1,1.2767877216520367,0.31669932630643177,C external,0.256640564652109
2,0.9312504763803038,0.34454596857037806,C external,0.29358970114802263
3,0.833455340974445,0.30930951155740544,C external,0.3590071909633792
4,0.7709749669890515,0.410615790913492,C external,0.3083943996848847
5,0.7357603014026184,0.42786348273222147,C external,0.29262561858757313
6,0.6981320200465627,0.5258999762208445,C external,0.28908698120663334
7,0.6691233312049226,0.6122166474132771,C external,0.30048063202122854
8,0.6416232358779764,0.5247936979508016,C external,0.3235207743847709
9,0.6111041416982974,0.5501936886760476,C external,0.39370001949965105
10,0.5886880499047455,0.6030740945019282,C external,0.21164776164967664
11,0.5714251365407566,0.6098846991637463,C external,0.34927912332489186
12,0.5450819458336005,0.5747431846222806,C external,0.37745874678464275
13,0.5259816660727272,0.617162338464006,C external,0.388210197348891
14,0.49791408147854976,0.5952207421104252,C external,0.3953401429967218
15,0.4780548991174931,0.6579450677804779,C external,0.40039784064142425
16,0.4613441051761204,0.6259498431794369,C external,0.4025962940981012
17,0.44627908783216014,0.6415016589946754,C external,0.4041309803956036
18,0.43271267273693853,0.6546764069092736,C external,0.4025317715821361
19,0.4217429409630296,0.6606609118527509,C external,0.4054373687214324
20,0.4190780613128596,0.6564478874129709,C external,0.40556027304328324
1,1.3570309019606703,0.1964570382073522,C forward,0.20125640034105957
2,0.9940729509411876,0.3631189716701054,C forward,0.24290027292139035
3,0.9003101033885869,0.331894078254692,C forward,0.30288799086859025
4,0.8362704974118409,0.428448338006823,C forward,0.1579955082227951
5,0.7896123467288849,0.4079288312927195,C forward,0.1751745924017991
6,0.7605948044868759,0.31852112182088027,C forward,0.29126814165735715
7,0.7205477411233127,0.34483967606771915,C forward,0.30791374336613414
8,0.6889441621463052,0.44651854118410156,C forward,0.20296239676290012
9,0.6633142597992099,0.513976956987202,C forward,0.33156176136322113
10,0.6375497352099447,0.4924626309904466,C forward,0.30432971433049094
11,0.61297983651225,0.49552171439796344,C forward,0.30780099859424903
12,0.592225839008731,0.5744401084667267,C forward,0.3287801023569521
13,0.5676187166458314,0.5296563136162085,C forward,0.34826983678407214
14,0.5442386893013926,0.5548820851679044,C forward,0.3310869979967107
15,0.5223911415663661,0.5675888389798143,C forward,0.34790415906959543
16,0.5013332376576114,0.5540106907782163,C forward,0.3574641629405363
17,0.4868931944030123,0.577519789050996,C forward,0.35600111468539153
18,0.47042849064978687,0.5831845948029325,C forward,0.3539806258157268
19,0.4597972596555471,0.5805607709979119,C forward,0.3592265835108484
20,0.45783337586319894,0.5715272919715033,C forward,0.36094531882085606
1,1.0979656686465746,0.38688547693135666,D transfer,0.30793371127889413
2,0.8390268208507135,0.4541406275137736,D transfer,0.36775895781871865
3,0.7700467169134803,0.5230144448181998,D transfer,0.36131809404470827
4,0.7195794048143832,0.626100334328002,D transfer,0.2823343721875436
5,0.693791208559037,0.49144543526244694,D transfer,0.3729089308253781
6,0.6573619722988387,0.4509510571419896,D transfer,0.3534012219593234
7,0.6351087644946924,0.507962728185974,D transfer,0.3417286175417001
8,0.6115965393303656,0.5030297098162692,D transfer,0.38327606059364466
9,0.5854830424948897,0.5582999324195801,D transfer,0.3528283876835702
10,0.5620545523342573,0.6658606116177225,D transfer,0.3920886429357953
11,0.5365360251229746,0.6638117911849802,D transfer,0.3698107242469741
12,0.5173028479989656,0.6629268765511419,D transfer,0.35177143255923504
13,0.495329608679102,0.6949117744917133,D transfer,0.39114197425583325
14,0.4752085226579192,0.61797444843748,D transfer,0.40370636218215455
15,0.45930496488664146,0.6637438187985552,D transfer,0.408737961335426
16,0.43728131270594967,0.6769224519030103,D transfer,0.4086495931842674
17,0.42092907688510006,0.676587804355269,D transfer,0.40831279096195283
18,0.40870773448803865,0.6729837669271561,D transfer,0.40986730228378454
19,0.39958283470583084,0.6938106233369927,D transfer,0.41366846447200356
20,0.3992970840735757,0.6934209849810371,D transfer,0.4136676658982498
