feature_index,importance_mean,importance_std
1142,0.00031885582234535137,0.00014741623875320385
415,0.00031512657653848253,0.00020043446575007982
1351,0.0003109494343449398,0.00015823794911608386
356,0.0003088418512432467,0.0003627951625360092
1275,0.00030807187794076873,0.0007823827779113952
1928,0.00030724929648631716,0.0004393227680989989
1093,0.0003040698963559102,0.00020407885350336063
1411,0.00030361891185001766,0.00013475364518369598
785,0.0002982496270757806,0.00020469325657235363
672,0.0002976753393251763,0.00020633530391706706
925,0.00029420135133471914,8.568124348757865e-05
928,0.00029402895288356545,0.00035441809125732077
507,0.00029339077343046305,7.835665058637024e-05
730,0.0002852935898754322,0.0004725837097493536
1041,0.0002834136465591913,0.00019398926234342077
202,0.0002798274623103114,0.0006133636973668708
418,0.00027753034851125957,0.00024023507595077637
1385,0.0002774493101071196,0.0002188291004939325
1437,0.00027709509780485253,0.00021996255302402767
7,0.0002761906885603571,0.00034495724244369295
1959,0.00027385077758809717,0.0003688640922606986
877,0.0002734080707685327,0.00024217442410171997
293,0.00027271993722349785,7.348184725725707e-05
1301,0.00027184843186009444,0.00021625283281818914
1882,0.00027153380499433943,0.00019549876444804851
1497,0.0002705370029781329,0.00021757293321995067
2005,0.0002698692426306992,0.0004869698513276024
903,0.00026901848675484064,9.468181701314802e-05
1639,0.0002686524810820434,0.00023471274156626346
564,0.00026815345889549813,0.0005091199103044997
1920,0.0002656380007361181,0.00023538913563413494
1752,0.0002644622712594802,0.00010828793727614961
237,0.00026401390470612296,0.00015971114369445915
927,0.00026364536227301005,0.00017041332773421716
1023,0.000260484935402025,0.00015406358383718272
1027,0.00025961511076845467,0.00027731821516417107
348,0.0002584019082829542,0.00010370568595553009
1960,0.00025825664950424043,0.0004779759162398448
350,0.0002565956899973215,0.0001819661837733872
357,0.00025447666366985866,0.000249174074638922
939,0.0002522489829318436,0.00014975882923445844
529,0.00025041077954857105,0.00023944078906102195
1523,0.000249251619917748,0.00012952415531810482
1567,0.00024788493281138746,0.00012704075450036676
984,0.00024133813823523642,0.0002910709014675404
1236,0.0002393396453526514,0.00014958854539537744
1553,0.00023813766845155737,0.00019865246836730193
193,0.00023755703094514857,0.00019412740046837528
1163,0.00023650695912001696,0.0002206524560367315
227,0.00023636429542348014,6.342099944967084e-05
1237,0.00023538651559724955,0.00033467651435132196
292,0.0002342839028015853,0.00011600724682484091
436,0.00023265614632213272,0.0003562087646296249
136,0.00023172555534861639,0.00032721851494695893
1408,0.00023008411213955304,0.00013990857271287618
1555,0.00022864175933832998,0.0003111072418464423
963,0.00022842898249768318,0.0004056004829576576
363,0.00022816475642940814,0.00020630607719625063
1885,0.00022749366200250365,0.0005953726860883728
439,0.00022622388922564907,0.00021642773747420057
1340,0.00022599645509574495,0.00015258827273478273
1413,0.00022515336908388028,0.0004402972271561711
912,0.00022312709636997108,0.00014610207934245538
278,0.00022076665853106026,0.0001290371442295224
522,0.00022069009136695128,0.000252855419036156
1394,0.00021949564185495818,0.0002514974369437215
510,0.00021943662497253547,0.00021474532943021083
1305,0.00021854608788292318,0.00021852613215275535
929,0.00021819309779255724,0.00012042026352182376
813,0.00021805601272917308,0.0002697183817894464
656,0.00021738538464663448,0.00020315376406450462
481,0.0002173526346429394,0.0002892911059508502
612,0.00021641747391788757,0.00021761429850578046
516,0.00021530760623132694,9.144714582393955e-05
792,0.00021176306256824595,0.0001540768379429454
1954,0.00021017311798168792,0.0003047842722471711
1984,0.00021015847302666146,0.0005512999694055432
1880,0.0002087766678246783,0.0006488686417224039
1669,0.00020858035436974176,0.0002656384912636827
438,0.00020763441717204512,7.491408812522983e-05
610,0.00020745770937577457,0.0003180238098732297
1989,0.00020678983366531623,0.0005183957330567034
31,0.0002062508009703784,0.00028488768540435686
1834,0.00020624880596757655,0.000572293187848748
1184,0.00020524937754667905,8.008320876806051e-05
265,0.00020493419439045202,0.00013954170655148775
453,0.0002039944537916144,0.0001501437516737957
401,0.00020033752457720988,0.00014453824877666598
1013,0.00020032752749536697,0.00021565948232634584
532,0.00019994564916764324,0.00013434197208386697
37,0.00019721783246480495,0.00019634994902861477
1391,0.00019493536735286365,0.00025330406733137787
676,0.0001946551606218233,0.00018818754383277287
748,0.00019433635858059906,0.000184646599389806
502,0.00019404232622648176,6.825235582139841e-05
1134,0.00019130457452513905,0.00042683498830438523
630,0.0001912876227137955,0.0003597856727615323
