source,run,arm,target,class,metric,value
training_history,C weighted 19,,,,loss,0.7131223102829252
training_history,C weighted 19,,,,val_gender,0.7322841803458963
training_history,C weighted 19,,,,val_usage,0.4333933407551514
training_history,C weighted 20,,,,loss,0.7028881686017068
training_history,C weighted 20,,,,val_gender,0.7365298526195028
training_history,C weighted 20,,,,val_usage,0.4332051828882768
training_history,C external 1,,,,loss,1.2563333418392937
training_history,C external 1,,,,val_gender,0.3946287620761358
training_history,C external 1,,,,val_usage,0.2825964410445822
training_history,C external 2,,,,loss,0.9133773899989024
training_history,C external 2,,,,val_gender,0.3029191518476982
training_history,C external 2,,,,val_usage,0.2138205528532469
training_history,C external 3,,,,loss,0.8276570244176137
training_history,C external 3,,,,val_gender,0.5503669133014137
training_history,C external 3,,,,val_usage,0.2704373161162119
training_history,C external 4,,,,loss,0.7618158565812734
training_history,C external 4,,,,val_gender,0.3233400005182623
training_history,C external 4,,,,val_usage,0.2098864649087821
training_history,C external 5,,,,loss,0.7329717919884248
training_history,C external 5,,,,val_gender,0.3397284502994406
training_history,C external 5,,,,val_usage,0.3088396795899588
training_history,C external 6,,,,loss,0.6988198388700814
training_history,C external 6,,,,val_gender,0.402710948570221
training_history,C external 6,,,,val_usage,0.3132607751728949
training_history,C external 7,,,,loss,0.6634892153476134
training_history,C external 7,,,,val_gender,0.6211258558832219
training_history,C external 7,,,,val_usage,0.3841693575983089
training_history,C external 8,,,,loss,0.6388647835288976
training_history,C external 8,,,,val_gender,0.6190723358370943
training_history,C external 8,,,,val_usage,0.3075959568342212
training_history,C external 9,,,,loss,0.6074326275916229
training_history,C external 9,,,,val_gender,0.5803385522851183
training_history,C external 9,,,,val_usage,0.3914379356701608
training_history,C external 10,,,,loss,0.5883977000708718
training_history,C external 10,,,,val_gender,0.6256274816481731
training_history,C external 10,,,,val_usage,0.3543562648655988
training_history,C external 11,,,,loss,0.5649715174262823
training_history,C external 11,,,,val_gender,0.6449998564146445
training_history,C external 11,,,,val_usage,0.3690492611575036
training_history,C external 12,,,,loss,0.5405410010143674
training_history,C external 12,,,,val_gender,0.6308213891010107
training_history,C external 12,,,,val_usage,0.3886232431774676
training_history,C external 13,,,,loss,0.5224694016822857
training_history,C external 13,,,,val_gender,0.6871483523686854
training_history,C external 13,,,,val_usage,0.2973677742111971
training_history,C external 14,,,,loss,0.4993733008740014
training_history,C external 14,,,,val_gender,0.6475256397606332
training_history,C external 14,,,,val_usage,0.3531948932449559
training_history,C external 15,,,,loss,0.4758410618317343
training_history,C external 15,,,,val_gender,0.7035044072439194
training_history,C external 15,,,,val_usage,0.3843047286595046
training_history,C external 16,,,,loss,0.4543946688510838
training_history,C external 16,,,,val_gender,0.6721288354916269
training_history,C external 16,,,,val_usage,0.3983971499894931
training_history,C external 17,,,,loss,0.4395406201564693
training_history,C external 17,,,,val_gender,0.7100463768545183
training_history,C external 17,,,,val_usage,0.4065299790674306
training_history,C external 18,,,,loss,0.4235037306768549
training_history,C external 18,,,,val_gender,0.7067706082531013
training_history,C external 18,,,,val_usage,0.4068935692805305
training_history,C external 19,,,,loss,0.4191220530072246
training_history,C external 19,,,,val_gender,0.7047852229005945
training_history,C external 19,,,,val_usage,0.4077091146762266
training_history,C external 20,,,,loss,0.4101206327352537
training_history,C external 20,,,,val_gender,0.7220466524773724
training_history,C external 20,,,,val_usage,0.4076333642186998
training_history,C forward 1,,,,loss,1.3556624954781764
training_history,C forward 1,,,,val_gender,0.2851568506457497
training_history,C forward 1,,,,val_usage,0.182520736697461
training_history,C forward 2,,,,loss,0.9941687670776048
training_history,C forward 2,,,,val_gender,0.3171188623374701
training_history,C forward 2,,,,val_usage,0.2852315224605306
training_history,C forward 3,,,,loss,0.9038477623631646
training_history,C forward 3,,,,val_gender,0.3785949113267385
training_history,C forward 3,,,,val_usage,0.2733189773105763
training_history,C forward 4,,,,loss,0.8370059697039633
training_history,C forward 4,,,,val_gender,0.4643757262351301
training_history,C forward 4,,,,val_usage,0.3050493458805106
training_history,C forward 5,,,,loss,0.7912500225987588
training_history,C forward 5,,,,val_gender,0.3955351306080589
training_history,C forward 5,,,,val_usage,0.2051899075488447
training_history,C forward 6,,,,loss,0.7607800391892405
training_history,C forward 6,,,,val_gender,0.198766422548789
training_history,C forward 6,,,,val_usage,0.312899252518605
training_history,C forward 7,,,,loss,0.7191577648102708
training_history,C forward 7,,,,val_gender,0.5224073961247937
training_history,C forward 7,,,,val_usage,0.3279553463594226
training_history,C forward 8,,,,loss,0.6897206575937785
training_history,C forward 8,,,,val_gender,0.3628336657302174
training_history,C forward 8,,,,val_usage,0.2521073173029446
training_history,C forward 9,,,,loss,0.6629140493743134
training_history,C forward 9,,,,val_gender,0.4348178545050548
training_history,C forward 9,,,,val_usage,0.3118174604365312
training_history,C forward 10,,,,loss,0.637783311790055
training_history,C forward 10,,,,val_gender,0.425389003198296
training_history,C forward 10,,,,val_usage,0.2982896743349437
training_history,C forward 11,,,,loss,0.6109856894701928
training_history,C forward 11,,,,val_gender,0.5362207664968579
training_history,C forward 11,,,,val_usage,0.2859033227755083
training_history,C forward 12,,,,loss,0.5861186274457
training_history,C forward 12,,,,val_gender,0.5407082700738594
training_history,C forward 12,,,,val_usage,0.3055124232642949
training_history,C forward 13,,,,loss,0.5688133459562402
training_history,C forward 13,,,,val_gender,0.5702167792165752
training_history,C forward 13,,,,val_usage,0.3564189714902132
training_history,C forward 14,,,,loss,0.5399299649027487
training_history,C forward 14,,,,val_gender,0.5294938952979645
training_history,C forward 14,,,,val_usage,0.3253663749123588
training_history,C forward 15,,,,loss,0.5192560362316848
training_history,C forward 15,,,,val_gender,0.5577346460013033
training_history,C forward 15,,,,val_usage,0.3460315892712706
training_history,C forward 16,,,,loss,0.4966852400441535
training_history,C forward 16,,,,val_gender,0.513742894700741
training_history,C forward 16,,,,val_usage,0.3613653959189766
training_history,C forward 17,,,,loss,0.4832170619950703
training_history,C forward 17,,,,val_gender,0.5621719956376323
training_history,C forward 17,,,,val_usage,0.3488273161032666
training_history,C forward 18,,,,loss,0.4673535830730759
training_history,C forward 18,,,,val_gender,0.5802656199836153
training_history,C forward 18,,,,val_usage,0.3494377195548271
training_history,C forward 19,,,,loss,0.4558260477265075
training_history,C forward 19,,,,val_gender,0.5848096726066968
training_history,C forward 19,,,,val_usage,0.3588206463044689
training_history,C forward 20,,,,loss,0.4530684114615796
training_history,C forward 20,,,,val_gender,0.5748665264564234
training_history,C forward 20,,,,val_usage,0.3619117917954258
training_history,D transfer 1,,,,loss,1.103497753920898
training_history,D transfer 1,,,,val_gender,0.2872002710238514
training_history,D transfer 1,,,,val_usage,0.2413342711674576
training_history,D transfer 2,,,,loss,0.8290089724471393
training_history,D transfer 2,,,,val_gender,0.5682685521987733
training_history,D transfer 2,,,,val_usage,0.3197230102979388
training_history,D transfer 3,,,,loss,0.7683966176540473
training_history,D transfer 3,,,,val_gender,0.5881709803485677
training_history,D transfer 3,,,,val_usage,0.3247141771804356
training_history,D transfer 4,,,,loss,0.7225790649202901
training_history,D transfer 4,,,,val_gender,0.603477412032445
training_history,D transfer 4,,,,val_usage,0.369233830928579
training_history,D transfer 5,,,,loss,0.6941994575249734
training_history,D transfer 5,,,,val_gender,0.5635157508452853
training_history,D transfer 5,,,,val_usage,0.2537975667439508
training_history,D transfer 6,,,,loss,0.6572628775122694
training_history,D transfer 6,,,,val_gender,0.6688090387023343
training_history,D transfer 6,,,,val_usage,0.264068582019147
training_history,D transfer 7,,,,loss,0.6302591730882188
training_history,D transfer 7,,,,val_gender,0.7009623674103296
training_history,D transfer 7,,,,val_usage,0.3848083237651419
training_history,D transfer 8,,,,loss,0.6078423543874648
training_history,D transfer 8,,,,val_gender,0.6609612415100156
training_history,D transfer 8,,,,val_usage,0.3884770632061177
training_history,D transfer 9,,,,loss,0.5871873148925405
training_history,D transfer 9,,,,val_gender,0.6127538526294714
training_history,D transfer 9,,,,val_usage,0.3745199588865538
training_history,D transfer 10,,,,loss,0.5665615432585821
training_history,D transfer 10,,,,val_gender,0.5710864020972496
training_history,D transfer 10,,,,val_usage,0.4015609001647047
training_history,D transfer 11,,,,loss,0.5393118980355638
training_history,D transfer 11,,,,val_gender,0.708283686398028
training_history,D transfer 11,,,,val_usage,0.38708284184233
training_history,D transfer 12,,,,loss,0.5183192729697295
training_history,D transfer 12,,,,val_gender,0.6784873490523233
training_history,D transfer 12,,,,val_usage,0.3989965428977708
training_history,D transfer 13,,,,loss,0.4989747578865006
training_history,D transfer 13,,,,val_gender,0.7009214714057919
training_history,D transfer 13,,,,val_usage,0.4033578711447932
training_history,D transfer 14,,,,loss,0.4779649951588467
training_history,D transfer 14,,,,val_gender,0.7099955053706225
training_history,D transfer 14,,,,val_usage,0.4090672129902838
training_history,D transfer 15,,,,loss,0.4578149954423451
training_history,D transfer 15,,,,val_gender,0.7369471610685872
training_history,D transfer 15,,,,val_usage,0.3918628828077535
training_history,D transfer 16,,,,loss,0.439930812785816
training_history,D transfer 16,,,,val_gender,0.7360095437338595
training_history,D transfer 16,,,,val_usage,0.4077694018551007
training_history,D transfer 17,,,,loss,0.4232579790034387
training_history,D transfer 17,,,,val_gender,0.7459919177755839
training_history,D transfer 17,,,,val_usage,0.4104532759922083
training_history,D transfer 18,,,,loss,0.4084384131722878
training_history,D transfer 18,,,,val_gender,0.7430818265691734
training_history,D transfer 18,,,,val_usage,0.4097794995814173
training_history,D transfer 19,,,,loss,0.4044809753260787
training_history,D transfer 19,,,,val_gender,0.73643957284289
training_history,D transfer 19,,,,val_usage,0.4112897252483447
training_history,D transfer 20,,,,loss,0.4010183835413045
training_history,D transfer 20,,,,val_gender,0.7388154738716132
training_history,D transfer 20,,,,val_usage,0.4114005509327453
hyperparam_sweep,lr=0.0003 42,lr=0.0003,,,lr,0.0003
hyperparam_sweep,lr=0.0003 42,lr=0.0003,,,dropout,0.2
hyperparam_sweep,lr=0.0003 42,lr=0.0003,,,bs,256
hyperparam_sweep,lr=0.0003 42,lr=0.0003,,,epochs,20
hyperparam_sweep,lr=0.0003 42,lr=0.0003,,,gender macroF1,0.6997
hyperparam_sweep,lr=0.0003 42,lr=0.0003,,,gender acc,0.8657
hyperparam_sweep,lr=0.0003 42,lr=0.0003,,,usage macroF1,0.4155
hyperparam_sweep,lr=0.0003 42,lr=0.0003,,,usage acc,0.8643
hyperparam_sweep,lr=0.0003 42,lr=0.0003,,,mean macroF1,0.5576
hyperparam_sweep,lr=0.0003 42,lr=0.0003,,,minutes,10.2
hyperparam_sweep,lr=0.0003 43,lr=0.0003,,,lr,0.0003
hyperparam_sweep,lr=0.0003 43,lr=0.0003,,,dropout,0.2
hyperparam_sweep,lr=0.0003 43,lr=0.0003,,,bs,256
hyperparam_sweep,lr=0.0003 43,lr=0.0003,,,epochs,20
hyperparam_sweep,lr=0.0003 43,lr=0.0003,,,gender macroF1,0.6931
hyperparam_sweep,lr=0.0003 43,lr=0.0003,,,gender acc,0.8707
hyperparam_sweep,lr=0.0003 43,lr=0.0003,,,usage macroF1,0.4465
hyperparam_sweep,lr=0.0003 43,lr=0.0003,,,usage acc,0.8601
hyperparam_sweep,lr=0.0003 43,lr=0.0003,,,mean macroF1,0.5698
hyperparam_sweep,lr=0.0003 43,lr=0.0003,,,minutes,10.5
hyperparam_sweep,lr=0.003 42,lr=0.003,,,lr,0.003
hyperparam_sweep,lr=0.003 42,lr=0.003,,,dropout,0.2
hyperparam_sweep,lr=0.003 42,lr=0.003,,,bs,256
hyperparam_sweep,lr=0.003 42,lr=0.003,,,epochs,20
hyperparam_sweep,lr=0.003 42,lr=0.003,,,gender macroF1,0.7586
hyperparam_sweep,lr=0.003 42,lr=0.003,,,gender acc,0.8829
hyperparam_sweep,lr=0.003 42,lr=0.003,,,usage macroF1,0.4592
hyperparam_sweep,lr=0.003 42,lr=0.003,,,usage acc,0.8758
hyperparam_sweep,lr=0.003 42,lr=0.003,,,mean macroF1,0.6089
hyperparam_sweep,lr=0.003 42,lr=0.003,,,minutes,10.0
hyperparam_sweep,lr=0.003 43,lr=0.003,,,lr,0.003
hyperparam_sweep,lr=0.003 43,lr=0.003,,,dropout,0.2
hyperparam_sweep,lr=0.003 43,lr=0.003,,,bs,256
hyperparam_sweep,lr=0.003 43,lr=0.003,,,epochs,20
hyperparam_sweep,lr=0.003 43,lr=0.003,,,gender macroF1,0.7391
hyperparam_sweep,lr=0.003 43,lr=0.003,,,gender acc,0.8827
hyperparam_sweep,lr=0.003 43,lr=0.003,,,usage macroF1,0.4418
hyperparam_sweep,lr=0.003 43,lr=0.003,,,usage acc,0.8688
hyperparam_sweep,lr=0.003 43,lr=0.003,,,mean macroF1,0.5905
hyperparam_sweep,lr=0.003 43,lr=0.003,,,minutes,10.1
hyperparam_sweep,dropout=0.0 42,dropout=0.0,,,lr,0.001
hyperparam_sweep,dropout=0.0 42,dropout=0.0,,,dropout,0.0
hyperparam_sweep,dropout=0.0 42,dropout=0.0,,,bs,256
hyperparam_sweep,dropout=0.0 42,dropout=0.0,,,epochs,20
hyperparam_sweep,dropout=0.0 42,dropout=0.0,,,gender macroF1,0.728
hyperparam_sweep,dropout=0.0 42,dropout=0.0,,,gender acc,0.8816
hyperparam_sweep,dropout=0.0 42,dropout=0.0,,,usage macroF1,0.4733
hyperparam_sweep,dropout=0.0 42,dropout=0.0,,,usage acc,0.8781
hyperparam_sweep,dropout=0.0 42,dropout=0.0,,,mean macroF1,0.6007
hyperparam_sweep,dropout=0.0 42,dropout=0.0,,,minutes,10.2
hyperparam_sweep,dropout=0.0 43,dropout=0.0,,,lr,0.001
hyperparam_sweep,dropout=0.0 43,dropout=0.0,,,dropout,0.0
hyperparam_sweep,dropout=0.0 43,dropout=0.0,,,bs,256
hyperparam_sweep,dropout=0.0 43,dropout=0.0,,,epochs,20
hyperparam_sweep,dropout=0.0 43,dropout=0.0,,,gender macroF1,0.7547
hyperparam_sweep,dropout=0.0 43,dropout=0.0,,,gender acc,0.8839
hyperparam_sweep,dropout=0.0 43,dropout=0.0,,,usage macroF1,0.4145
hyperparam_sweep,dropout=0.0 43,dropout=0.0,,,usage acc,0.8726
hyperparam_sweep,dropout=0.0 43,dropout=0.0,,,mean macroF1,0.5846
hyperparam_sweep,dropout=0.0 43,dropout=0.0,,,minutes,9.9
hyperparam_sweep,dropout=0.4 42,dropout=0.4,,,lr,0.001
hyperparam_sweep,dropout=0.4 42,dropout=0.4,,,dropout,0.4
hyperparam_sweep,dropout=0.4 42,dropout=0.4,,,bs,256
hyperparam_sweep,dropout=0.4 42,dropout=0.4,,,epochs,20
hyperparam_sweep,dropout=0.4 42,dropout=0.4,,,gender macroF1,0.7136
hyperparam_sweep,dropout=0.4 42,dropout=0.4,,,gender acc,0.8756
hyperparam_sweep,dropout=0.4 42,dropout=0.4,,,usage macroF1,0.4558
hyperparam_sweep,dropout=0.4 42,dropout=0.4,,,usage acc,0.8728
hyperparam_sweep,dropout=0.4 42,dropout=0.4,,,mean macroF1,0.5847
hyperparam_sweep,dropout=0.4 42,dropout=0.4,,,minutes,10.0
hyperparam_sweep,dropout=0.4 43,dropout=0.4,,,lr,0.001
hyperparam_sweep,dropout=0.4 43,dropout=0.4,,,dropout,0.4
hyperparam_sweep,dropout=0.4 43,dropout=0.4,,,bs,256
hyperparam_sweep,dropout=0.4 43,dropout=0.4,,,epochs,20
hyperparam_sweep,dropout=0.4 43,dropout=0.4,,,gender macroF1,0.7411
hyperparam_sweep,dropout=0.4 43,dropout=0.4,,,gender acc,0.8793
hyperparam_sweep,dropout=0.4 43,dropout=0.4,,,usage macroF1,0.4288
hyperparam_sweep,dropout=0.4 43,dropout=0.4,,,usage acc,0.8666
hyperparam_sweep,dropout=0.4 43,dropout=0.4,,,mean macroF1,0.5849
hyperparam_sweep,dropout=0.4 43,dropout=0.4,,,minutes,10.3
hyperparam_sweep,epochs=30 42,epochs=30,,,lr,0.001
hyperparam_sweep,epochs=30 42,epochs=30,,,dropout,0.2
hyperparam_sweep,epochs=30 42,epochs=30,,,bs,256
hyperparam_sweep,epochs=30 42,epochs=30,,,epochs,30
hyperparam_sweep,epochs=30 42,epochs=30,,,gender macroF1,0.7555
hyperparam_sweep,epochs=30 42,epochs=30,,,gender acc,0.8903
hyperparam_sweep,epochs=30 42,epochs=30,,,usage macroF1,0.434
hyperparam_sweep,epochs=30 42,epochs=30,,,usage acc,0.8786
hyperparam_sweep,epochs=30 42,epochs=30,,,mean macroF1,0.5948
hyperparam_sweep,epochs=30 42,epochs=30,,,minutes,15.5
hyperparam_sweep,epochs=30 43,epochs=30,,,lr,0.001
hyperparam_sweep,epochs=30 43,epochs=30,,,dropout,0.2
hyperparam_sweep,epochs=30 43,epochs=30,,,bs,256
hyperparam_sweep,epochs=30 43,epochs=30,,,epochs,30
hyperparam_sweep,epochs=30 43,epochs=30,,,gender macroF1,0.7464
hyperparam_sweep,epochs=30 43,epochs=30,,,gender acc,0.8884
hyperparam_sweep,epochs=30 43,epochs=30,,,usage macroF1,0.4763
hyperparam_sweep,epochs=30 43,epochs=30,,,usage acc,0.868
hyperparam_sweep,epochs=30 43,epochs=30,,,mean macroF1,0.6113
hyperparam_sweep,epochs=30 43,epochs=30,,,minutes,15.5
hyperparam_summary,lr=0.0003,lr=0.0003,,,n_seeds,2
hyperparam_summary,lr=0.0003,lr=0.0003,,,gender,0.6964
hyperparam_summary,lr=0.0003,lr=0.0003,,,gender delta,-0.0353
hyperparam_summary,lr=0.0003,lr=0.0003,,,gender beats_noise,True
hyperparam_summary,lr=0.0003,lr=0.0003,,,usage,0.431
hyperparam_summary,lr=0.0003,lr=0.0003,,,usage delta,-0.0184
hyperparam_summary,lr=0.0003,lr=0.0003,,,usage beats_noise,False
hyperparam_summary,lr=0.003,lr=0.003,,,n_seeds,2
hyperparam_summary,lr=0.003,lr=0.003,,,gender,0.7489
hyperparam_summary,lr=0.003,lr=0.003,,,gender delta,0.0171
hyperparam_summary,lr=0.003,lr=0.003,,,gender beats_noise,True
hyperparam_summary,lr=0.003,lr=0.003,,,usage,0.4505
hyperparam_summary,lr=0.003,lr=0.003,,,usage delta,0.0011
hyperparam_summary,lr=0.003,lr=0.003,,,usage beats_noise,False
hyperparam_summary,dropout=0.0,dropout=0.0,,,n_seeds,2
hyperparam_summary,dropout=0.0,dropout=0.0,,,gender,0.7413
hyperparam_summary,dropout=0.0,dropout=0.0,,,gender delta,0.0096
hyperparam_summary,dropout=0.0,dropout=0.0,,,gender beats_noise,False
hyperparam_summary,dropout=0.0,dropout=0.0,,,usage,0.4439
hyperparam_summary,dropout=0.0,dropout=0.0,,,usage delta,-0.0055
hyperparam_summary,dropout=0.0,dropout=0.0,,,usage beats_noise,False
hyperparam_summary,dropout=0.4,dropout=0.4,,,n_seeds,2
hyperparam_summary,dropout=0.4,dropout=0.4,,,gender,0.7273
hyperparam_summary,dropout=0.4,dropout=0.4,,,gender delta,-0.0044
hyperparam_summary,dropout=0.4,dropout=0.4,,,gender beats_noise,False
hyperparam_summary,dropout=0.4,dropout=0.4,,,usage,0.4423
hyperparam_summary,dropout=0.4,dropout=0.4,,,usage delta,-0.0071
hyperparam_summary,dropout=0.4,dropout=0.4,,,usage beats_noise,False
hyperparam_summary,epochs=30,epochs=30,,,n_seeds,2
hyperparam_summary,epochs=30,epochs=30,,,gender,0.751
hyperparam_summary,epochs=30,epochs=30,,,gender delta,0.0192
hyperparam_summary,epochs=30,epochs=30,,,gender beats_noise,True
hyperparam_summary,epochs=30,epochs=30,,,usage,0.4551
hyperparam_summary,epochs=30,epochs=30,,,usage delta,0.0057
hyperparam_summary,epochs=30,epochs=30,,,usage beats_noise,False
epochs_confirmation,20.0 45.0,,,,gender macroF1,0.5877
epochs_confirmation,20.0 45.0,,,,gender acc,0.8442
epochs_confirmation,20.0 45.0,,,,usage macroF1,0.3471
epochs_confirmation,20.0 45.0,,,,usage acc,0.8547
epochs_confirmation,20.0 45.0,,,,minutes,9.5
epochs_confirmation,30.0 45.0,,,,gender macroF1,0.5929
epochs_confirmation,30.0 45.0,,,,gender acc,0.8473
epochs_confirmation,30.0 45.0,,,,usage macroF1,0.3505
epochs_confirmation,30.0 45.0,,,,usage acc,0.875
epochs_confirmation,30.0 45.0,,,,minutes,14.3
epochs_confirmation,20.0 46.0,,,,gender macroF1,0.5937
epochs_confirmation,20.0 46.0,,,,gender acc,0.8455
epochs_confirmation,20.0 46.0,,,,usage macroF1,0.343
epochs_confirmation,20.0 46.0,,,,usage acc,0.8523
epochs_confirmation,20.0 46.0,,,,minutes,9.5
epochs_confirmation,30.0 46.0,,,,gender macroF1,0.578
epochs_confirmation,30.0 46.0,,,,gender acc,0.8217
epochs_confirmation,30.0 46.0,,,,usage macroF1,0.3545
epochs_confirmation,30.0 46.0,,,,usage acc,0.8651
epochs_confirmation,30.0 46.0,,,,minutes,14.3
epochs_confirmation,20.0 47.0,,,,gender macroF1,0.5834
epochs_confirmation,20.0 47.0,,,,gender acc,0.8394
epochs_confirmation,20.0 47.0,,,,usage macroF1,0.3399
epochs_confirmation,20.0 47.0,,,,usage acc,0.8542
epochs_confirmation,20.0 47.0,,,,minutes,9.5
epochs_confirmation,30.0 47.0,,,,gender macroF1,0.5891
epochs_confirmation,30.0 47.0,,,,gender acc,0.8542
epochs_confirmation,30.0 47.0,,,,usage macroF1,0.3457
epochs_confirmation,30.0 47.0,,,,usage acc,0.8591
epochs_confirmation,30.0 47.0,,,,minutes,14.3
transfer_weighted,C_weighted 51,C_weighted,,,gender macroF1,0.6096
transfer_weighted,C_weighted 51,C_weighted,,,gender acc,0.851
transfer_weighted,C_weighted 51,C_weighted,,,usage macroF1,0.3502
transfer_weighted,C_weighted 51,C_weighted,,,usage acc,0.8674
transfer_weighted,C_weighted 51,C_weighted,,,minutes,9.8
transfer_weighted,D_weighted 51,D_weighted,,,gender macroF1,0.6117
transfer_weighted,D_weighted 51,D_weighted,,,gender acc,0.8564
transfer_weighted,D_weighted 51,D_weighted,,,usage macroF1,0.3521
transfer_weighted,D_weighted 51,D_weighted,,,usage acc,0.8674
transfer_weighted,D_weighted 51,D_weighted,,,minutes,9.8
transfer_weighted,C_weighted 52,C_weighted,,,gender macroF1,0.6086
transfer_weighted,C_weighted 52,C_weighted,,,gender acc,0.8507
transfer_weighted,C_weighted 52,C_weighted,,,usage macroF1,0.353
transfer_weighted,C_weighted 52,C_weighted,,,usage acc,0.875
transfer_weighted,C_weighted 52,C_weighted,,,minutes,9.9
transfer_weighted,D_weighted 52,D_weighted,,,gender macroF1,0.6349
transfer_weighted,D_weighted 52,D_weighted,,,gender acc,0.8532
transfer_weighted,D_weighted 52,D_weighted,,,usage macroF1,0.3369
transfer_weighted,D_weighted 52,D_weighted,,,usage acc,0.8307
transfer_weighted,D_weighted 52,D_weighted,,,minutes,10.0
transfer_weighted,C_weighted 53,C_weighted,,,gender macroF1,0.5936
transfer_weighted,C_weighted 53,C_weighted,,,gender acc,0.8475
transfer_weighted,C_weighted 53,C_weighted,,,usage macroF1,0.3523
transfer_weighted,C_weighted 53,C_weighted,,,usage acc,0.8651
transfer_weighted,C_weighted 53,C_weighted,,,minutes,10.0
transfer_weighted,D_weighted 53,D_weighted,,,gender macroF1,0.5848
transfer_weighted,D_weighted 53,D_weighted,,,gender acc,0.851
transfer_weighted,D_weighted 53,D_weighted,,,usage macroF1,0.3459
transfer_weighted,D_weighted 53,D_weighted,,,usage acc,0.8597
transfer_weighted,D_weighted 53,D_weighted,,,minutes,10.0
transfer_weighted_perclass,C_weighted 51,C_weighted,,Boys,val_n,93
transfer_weighted_perclass,C_weighted 51,C_weighted,,Boys,precision,0.68
transfer_weighted_perclass,C_weighted 51,C_weighted,,Boys,recall,0.5484
transfer_weighted_perclass,C_weighted 51,C_weighted,,Boys,f1,0.6071
transfer_weighted_perclass,C_weighted 51,C_weighted,,Girls,val_n,62
transfer_weighted_perclass,C_weighted 51,C_weighted,,Girls,precision,0.4727
transfer_weighted_perclass,C_weighted 51,C_weighted,,Girls,recall,0.4194
transfer_weighted_perclass,C_weighted 51,C_weighted,,Girls,f1,0.4444
transfer_weighted_perclass,C_weighted 51,C_weighted,,Men,val_n,3242
transfer_weighted_perclass,C_weighted 51,C_weighted,,Men,precision,0.9088
transfer_weighted_perclass,C_weighted 51,C_weighted,,Men,recall,0.8242
transfer_weighted_perclass,C_weighted 51,C_weighted,,Men,f1,0.8644
transfer_weighted_perclass,C_weighted 51,C_weighted,,Unisex,val_n,161
transfer_weighted_perclass,C_weighted 51,C_weighted,,Unisex,precision,0.1702
transfer_weighted_perclass,C_weighted 51,C_weighted,,Unisex,recall,0.4037
transfer_weighted_perclass,C_weighted 51,C_weighted,,Unisex,f1,0.2394
transfer_weighted_perclass,C_weighted 51,C_weighted,,Women,val_n,3991
transfer_weighted_perclass,C_weighted 51,C_weighted,,Women,precision,0.8811
transfer_weighted_perclass,C_weighted 51,C_weighted,,Women,recall,0.9045
transfer_weighted_perclass,C_weighted 51,C_weighted,,Women,f1,0.8927
transfer_weighted_perclass,D_weighted 51,D_weighted,,Boys,val_n,93
transfer_weighted_perclass,D_weighted 51,D_weighted,,Boys,precision,0.6351
transfer_weighted_perclass,D_weighted 51,D_weighted,,Boys,recall,0.5054
transfer_weighted_perclass,D_weighted 51,D_weighted,,Boys,f1,0.5629
transfer_weighted_perclass,D_weighted 51,D_weighted,,Girls,val_n,62
transfer_weighted_perclass,D_weighted 51,D_weighted,,Girls,precision,0.5778
transfer_weighted_perclass,D_weighted 51,D_weighted,,Girls,recall,0.4194
transfer_weighted_perclass,D_weighted 51,D_weighted,,Girls,f1,0.486
transfer_weighted_perclass,D_weighted 51,D_weighted,,Men,val_n,3242
transfer_weighted_perclass,D_weighted 51,D_weighted,,Men,precision,0.9097
transfer_weighted_perclass,D_weighted 51,D_weighted,,Men,recall,0.83
transfer_weighted_perclass,D_weighted 51,D_weighted,,Men,f1,0.8681
transfer_weighted_perclass,D_weighted 51,D_weighted,,Unisex,val_n,161
transfer_weighted_perclass,D_weighted 51,D_weighted,,Unisex,precision,0.1753
transfer_weighted_perclass,D_weighted 51,D_weighted,,Unisex,recall,0.3975
transfer_weighted_perclass,D_weighted 51,D_weighted,,Unisex,f1,0.2433
transfer_weighted_perclass,D_weighted 51,D_weighted,,Women,val_n,3991
transfer_weighted_perclass,D_weighted 51,D_weighted,,Women,precision,0.8856
transfer_weighted_perclass,D_weighted 51,D_weighted,,Women,recall,0.9113
transfer_weighted_perclass,D_weighted 51,D_weighted,,Women,f1,0.8982
transfer_weighted_perclass,C_weighted 52,C_weighted,,Boys,val_n,93
transfer_weighted_perclass,C_weighted 52,C_weighted,,Boys,precision,0.6757
transfer_weighted_perclass,C_weighted 52,C_weighted,,Boys,recall,0.5376
transfer_weighted_perclass,C_weighted 52,C_weighted,,Boys,f1,0.5988
transfer_weighted_perclass,C_weighted 52,C_weighted,,Girls,val_n,62
transfer_weighted_perclass,C_weighted 52,C_weighted,,Girls,precision,0.5319
transfer_weighted_perclass,C_weighted 52,C_weighted,,Girls,recall,0.4032
transfer_weighted_perclass,C_weighted 52,C_weighted,,Girls,f1,0.4587
transfer_weighted_perclass,C_weighted 52,C_weighted,,Men,val_n,3242
transfer_weighted_perclass,C_weighted 52,C_weighted,,Men,precision,0.8935
transfer_weighted_perclass,C_weighted 52,C_weighted,,Men,recall,0.8408
transfer_weighted_perclass,C_weighted 52,C_weighted,,Men,f1,0.8664
transfer_weighted_perclass,C_weighted 52,C_weighted,,Unisex,val_n,161
transfer_weighted_perclass,C_weighted 52,C_weighted,,Unisex,precision,0.1635
transfer_weighted_perclass,C_weighted 52,C_weighted,,Unisex,recall,0.3789
transfer_weighted_perclass,C_weighted 52,C_weighted,,Unisex,f1,0.2285
