timestamp_utc,elapsed_seconds,phase,gpu_index,gpu_uuid,utilization_pct,power_w,memory_used_mib,memory_total_mib,temperature_c
2026-09-11T04:15:25Z,32.994566357,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,27.73,203.0,15360.0,54.0
2026-09-11T04:15:25Z,32.99460021599998,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.36,205.0,15360.0,50.0
2026-09-11T04:15:27Z,35.04200727099999,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,27.73,203.0,15360.0,54.0
2026-09-11T04:15:27Z,35.042041482,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.36,205.0,15360.0,50.0
2026-09-11T04:15:29Z,37.08981619899998,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,27.83,203.0,15360.0,54.0
2026-09-11T04:15:29Z,37.08985179899997,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.36,205.0,15360.0,50.0
2026-09-11T04:15:31Z,39.138491096999985,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,27.73,203.0,15360.0,54.0
2026-09-11T04:15:31Z,39.138548834000005,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.36,205.0,15360.0,50.0
2026-09-11T04:15:33Z,41.18736855899999,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,27.83,203.0,15360.0,54.0
2026-09-11T04:15:33Z,41.187410400999966,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.36,205.0,15360.0,51.0
